Age of Prospect/Policyholder,37,,,,,,,,,,,,,,,,,,,
Age of the Life Assured,37,,,,,,,,,,,,,,,,,,,
Policy Term,20,,,,,,,,,,,,,,,,,,,
Premium Payment Term,10,,,,,,,,,,,,,,,,,,,
Annualised Premium,24000,,,,,,,,,,,,,,,,,,,
Frequency,1,,,,,,,,,,,,,,,,,,,
Installment Premium,24000,,,,,,,,,,,,,,,,,,,
Sum Assured,240000,,,,,,,,,,,,,,,,,,,
Policy Admin Charge Upto Year,10,,,,,,,,,,,,,,,,,,,
FMC,0.1118%,,,,,,,,,,,,,,,,,,,
Interest Rate,8.00%,0.64%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,7.04%,,
,,,,,,,,,,,,,,,,,,0.57%,,
Year,Month,Age of the Life Assured,Age of Policyholder,Fund Value at the beginning of the month,Installment Premium Received,Allocation Charge,Amount Available for Investment,Policy Administration Charge,Fund Value before Mortality Charge,Investment Income,Fund Value after Investment Income,FMC,Fund at the end of the month before additions,Loyalty Addition,Booster,Return of Charge,Fund at the end of the month,IRR to PH,,
,,,,,,,,,,,,,,,,,,,,
1,1,37,37,0,24000,0,24000,100,23900,153.77,24054,26.89,24027,0,0,0,24027,"-24,000",,
1,2,37,37,24027,0,0,0,100,23927,153.95,24081,26.92,24054,0,0,0,24054,0,,
1,3,37,37,24054,0,0,0,100,23954,154.12,24108,26.96,24081,0,0,0,24081,0,,
1,4,37,37,24081,0,0,0,100,23981,154.29,24135,26.99,24108,0,0,0,24108,0,,
1,5,38,38,24108,0,0,0,100,24008,154.47,24163,27.02,24136,0,0,0,24136,0,,
1,6,38,38,24136,0,0,0,100,24036,154.65,24190,27.05,24163,0,0,0,24163,0,,
1,7,38,38,24163,0,0,0,100,24063,154.82,24218,27.08,24191,0,0,0,24191,0,,
1,8,38,38,24191,0,0,0,100,24091,155.00,24246,27.11,24219,0,0,0,24219,0,,
1,9,38,38,24219,0,0,0,100,24119,155.18,24274,27.14,24247,0,0,0,24247,0,,
1,10,38,38,24247,0,0,0,100,24147,155.36,24302,27.17,24275,0,0,0,24275,0,,
1,11,38,38,24275,0,0,0,100,24175,155.54,24331,27.20,24304,0,0,0,24304,0,,
1,12,38,38,24304,0,0,0,100,24204,155.73,24359,27.24,24332,0,0,0,24332,0,,
2,13,38,38,24332,24000,0,24000,100,48232,310.33,48542,54.28,48488,0,0,0,48488,"-24,000",,
2,14,38,38,48488,0,0,0,100,48388,311.33,48700,54.45,48645,0,0,0,48645,0,,
2,15,38,38,48645,0,0,0,100,48545,312.34,48857,54.63,48803,0,0,0,48803,0,,
2,16,38,38,48803,0,0,0,100,48703,313.36,49016,54.80,48961,0,0,0,48961,0,,
2,17,39,39,48961,0,0,0,100,48861,314.38,49176,54.98,49121,0,0,0,49121,0,,
2,18,39,39,49121,0,0,0,100,49021,315.40,49336,55.16,49281,0,0,0,49281,0,,
2,19,39,39,49281,0,0,0,100,49181,316.43,49497,55.34,49442,0,0,0,49442,0,,
2,20,39,39,49442,0,0,0,100,49342,317.47,49660,55.52,49604,0,0,0,49604,0,,
2,21,39,39,49604,0,0,0,100,49504,318.51,49823,55.71,49767,0,0,0,49767,0,,
2,22,39,39,49767,0,0,0,100,49667,319.56,49986,55.89,49930,0,0,0,49930,0,,
2,23,39,39,49930,0,0,0,100,49830,320.61,50151,56.07,50095,0,0,0,50095,0,,
2,24,39,39,50095,0,0,0,100,49995,321.67,50317,56.26,50260,0,0,0,50260,0,,
3,25,39,39,50260,24000,0,24000,100,74160,477.15,74638,83.45,74554,0,0,0,74554,"-24,000",,
3,26,39,39,74554,0,0,0,100,74454,479.04,74933,83.78,74849,0,0,0,74849,0,,
3,27,39,39,74849,0,0,0,100,74749,480.94,75230,84.11,75146,0,0,0,75146,0,,
3,28,39,39,75146,0,0,0,100,75046,482.85,75529,84.45,75445,0,0,0,75445,0,,
3,29,40,40,75445,0,0,0,100,75345,484.77,75829,84.78,75745,0,0,0,75745,0,,
3,30,40,40,75745,0,0,0,100,75645,486.70,76131,85.12,76046,0,0,0,76046,0,,
3,31,40,40,76046,0,0,0,100,75946,488.64,76435,85.46,76349,0,0,0,76349,0,,
3,32,40,40,76349,0,0,0,100,76249,490.59,76740,85.80,76654,0,0,0,76654,0,,
3,33,40,40,76654,0,0,0,100,76554,492.55,77047,86.15,76961,0,0,0,76961,0,,
3,34,40,40,76961,0,0,0,100,76861,494.52,77355,86.49,77269,0,0,0,77269,0,,
3,35,40,40,77269,0,0,0,100,77169,496.50,77665,86.84,77578,0,0,0,77578,0,,
3,36,40,40,77578,0,0,0,100,77478,498.50,77977,87.19,77890,0,0,0,77890,0,,
4,37,40,40,77890,24000,0,24000,100,101790,654.92,102444,114.54,102330,0,0,0,102330,"-24,000",,
4,38,40,40,102330,0,0,0,100,102230,657.75,102888,115.04,102773,0,0,0,102773,0,,
4,39,40,40,102773,0,0,0,100,102673,660.60,103333,115.54,103218,0,0,0,103218,0,,
4,40,40,40,103218,0,0,0,100,103118,663.46,103781,116.04,103665,0,0,0,103665,0,,
4,41,41,41,103665,0,0,0,100,103565,666.34,104231,116.54,104115,0,0,0,104115,0,,
4,42,41,41,104115,0,0,0,100,104015,669.24,104684,117.05,104567,0,0,0,104567,0,,
4,43,41,41,104567,0,0,0,100,104467,672.14,105139,117.56,105022,0,0,0,105022,0,,
4,44,41,41,105022,0,0,0,100,104922,675.07,105597,118.07,105479,0,0,0,105479,0,,
4,45,41,41,105479,0,0,0,100,105379,678.01,106057,118.58,105938,0,0,0,105938,0,,
4,46,41,41,105938,0,0,0,100,105838,680.97,106519,119.10,106400,0,0,0,106400,0,,
4,47,41,41,106400,0,0,0,100,106300,683.94,106984,119.62,106864,0,0,0,106864,0,,
4,48,41,41,106864,0,0,0,100,106764,686.92,107451,120.14,107331,0,0,0,107331,0,,
5,49,41,41,107331,24000,0,24000,100,131231,844.34,132075,147.67,131928,0,0,0,131928,"-24,000",,
5,50,41,41,131928,0,0,0,100,131828,848.18,132676,148.34,132528,0,0,0,132528,0,,
5,51,41,41,132528,0,0,0,100,132428,852.04,133280,149.02,133131,0,0,0,133131,0,,
5,52,41,41,133131,0,0,0,100,133031,855.92,133887,149.70,133737,0,0,0,133737,0,,
5,53,42,42,133737,0,0,0,100,133637,859.82,134497,150.38,134346,0,0,0,134346,0,,
5,54,42,42,134346,0,0,0,100,134246,863.74,135110,151.07,134959,0,0,0,134959,0,,
5,55,42,42,134959,0,0,0,100,134859,867.69,135727,151.76,135575,0,0,0,135575,0,,
5,56,42,42,135575,0,0,0,100,135475,871.65,136347,152.45,136194,0,0,0,136194,0,,
5,57,42,42,136194,0,0,0,100,136094,875.63,136970,153.15,136817,0,0,0,136817,0,,
5,58,42,42,136817,0,0,0,100,136717,879.64,137596,153.85,137442,0,0,0,137442,0,,
5,59,42,42,137442,0,0,0,100,137342,883.66,138226,154.55,138071,0,0,0,138071,0,,
5,60,42,42,138071,0,0,0,100,137971,887.71,138859,155.26,138704,0,0,0,138704,0,,
6,61,42,42,138704,24000,0,24000,100,162604,1046.20,163650,182.98,163467,0,0,0,163467,"-24,000",,
6,62,42,42,163467,0,0,0,100,163367,1051.11,164418,183.84,164234,0,0,0,164234,0,,
6,63,42,42,164234,0,0,0,100,164134,1056.05,165190,184.70,165006,0,0,0,165006,0,,
6,64,42,42,165006,0,0,0,100,164906,1061.01,165967,185.57,165781,0,0,0,165781,0,,
6,65,43,43,165781,0,0,0,100,165681,1066.00,166747,186.44,166561,0,0,0,166561,0,,
6,66,43,43,166561,0,0,0,100,166461,1071.01,167532,187.32,167344,0,0,0,167344,0,,
6,67,43,43,167344,0,0,0,100,167244,1076.06,168321,188.20,168132,0,0,0,168132,0,,
6,68,43,43,168132,0,0,0,100,168032,1081.13,169113,189.09,168924,0,0,0,168924,0,,
6,69,43,43,168924,0,0,0,100,168824,1086.22,169911,189.98,169721,0,0,0,169721,0,,
6,70,43,43,169721,0,0,0,100,169621,1091.34,170712,190.87,170521,0,0,0,170521,0,,
6,71,43,43,170521,0,0,0,100,170421,1096.49,171518,191.77,171326,0,0,0,171326,0,,
6,72,43,43,171326,0,0,0,100,171226,1101.67,172327,192.68,172135,168,0,0,172303,0,,
7,73,43,43,172303,24000,0,24000,100,196203,1262.37,197465,220.79,197244,0,0,0,197244,"-24,000",,
7,74,43,43,197244,0,0,0,100,197144,1268.43,198413,221.84,198191,0,0,0,198191,0,,
7,75,43,43,198191,0,0,0,100,198091,1274.52,199365,222.91,199142,0,0,0,199142,0,,
7,76,43,43,199142,0,0,0,100,199042,1280.64,200323,223.98,200099,0,0,0,200099,0,,
7,77,44,44,200099,0,0,0,100,199999,1286.80,201286,225.06,201061,0,0,0,201061,0,,
7,78,44,44,201061,0,0,0,100,200961,1292.99,202254,226.14,202028,0,0,0,202028,0,,
7,79,44,44,202028,0,0,0,100,201928,1299.21,203227,227.23,203000,0,0,0,203000,0,,
7,80,44,44,203000,0,0,0,100,202900,1305.46,204205,228.32,203977,0,0,0,203977,0,,
7,81,44,44,203977,0,0,0,100,203877,1311.75,205188,229.42,204959,0,0,0,204959,0,,
7,82,44,44,204959,0,0,0,100,204859,1318.07,206177,230.53,205947,0,0,0,205947,0,,
7,83,44,44,205947,0,0,0,100,205847,1324.42,207171,231.64,206939,0,0,0,206939,0,,
7,84,44,44,206939,0,0,0,100,206839,1330.81,208170,232.75,207937,203,0,0,208140,0,,
8,85,44,44,208140,24000,0,24000,100,232040,1492.95,233533,261.11,233272,0,0,0,233272,"-24,000",,
8,86,44,44,233272,0,0,0,100,233172,1500.23,234672,262.39,234410,0,0,0,234410,0,,
8,87,44,44,234410,0,0,0,100,234310,1507.56,235817,263.67,235554,0,0,0,235554,0,,
8,88,44,44,235554,0,0,0,100,235454,1514.92,236968,264.95,236704,0,0,0,236704,0,,
8,89,45,45,236704,0,0,0,100,236604,1522.31,238126,266.25,237860,0,0,0,237860,0,,
8,90,45,45,237860,0,0,0,100,237760,1529.75,239289,267.55,239022,0,0,0,239022,0,,
8,91,45,45,239022,0,0,0,100,238922,1537.23,240459,268.86,240190,0,0,0,240190,0,,
8,92,45,45,240190,0,0,0,100,240090,1544.75,241635,270.17,241365,0,0,0,241365,0,,
8,93,45,45,241365,0,0,0,100,241265,1552.30,242817,271.49,242546,0,0,0,242546,0,,
8,94,45,45,242546,0,0,0,100,242446,1559.90,244005,272.82,243733,0,0,0,243733,0,,
8,95,45,45,243733,0,0,0,100,243633,1567.54,245200,274.16,244926,0,0,0,244926,0,,
8,96,45,45,244926,0,0,0,100,244826,1575.22,246401,275.50,246126,240,0,0,246365,0,,
9,97,45,45,246365,24000,0,24000,100,270265,1738.90,272004,304.13,271700,0,0,0,271700,"-24,000",,
9,98,45,45,271700,0,0,0,100,271600,1747.48,273348,305.63,273042,0,0,0,273042,0,,
9,99,45,45,273042,0,0,0,100,272942,1756.12,274698,307.14,274391,0,0,0,274391,0,,
9,100,45,45,274391,0,0,0,100,274291,1764.80,276056,308.66,275747,0,0,0,275747,0,,
9,101,46,46,275747,0,0,0,100,275647,1773.52,277421,310.18,277110,0,0,0,277110,0,,
9,102,46,46,277110,0,0,0,100,277010,1782.29,278793,311.72,278481,0,0,0,278481,0,,
9,103,46,46,278481,0,0,0,100,278381,1791.11,280172,313.26,279859,0,0,0,279859,0,,
9,104,46,46,279859,0,0,0,100,279759,1799.98,281559,314.81,281244,0,0,0,281244,0,,
9,105,46,46,281244,0,0,0,100,281144,1808.89,282953,316.37,282637,0,0,0,282637,0,,
9,106,46,46,282637,0,0,0,100,282537,1817.85,284354,317.94,284036,0,0,0,284036,0,,
9,107,46,46,284036,0,0,0,100,283936,1826.86,285763,319.51,285444,0,0,0,285444,0,,
9,108,46,46,285444,0,0,0,100,285344,1835.91,287180,321.10,286859,279,0,0,287138,0,,
10,109,46,46,287138,24000,0,24000,100,311038,2001.23,313039,350.01,312689,0,0,0,312689,"-24,000",,
10,110,46,46,312689,0,0,0,100,312589,2011.21,314600,351.75,314249,0,0,0,314249,0,,
10,111,46,46,314249,0,0,0,100,314149,2021.24,316170,353.51,315816,0,0,0,315816,0,,
10,112,46,46,315816,0,0,0,100,315716,2031.33,317748,355.27,317392,0,0,0,317392,0,,
10,113,47,47,317392,0,0,0,100,317292,2041.47,319334,357.05,318977,0,0,0,318977,0,,
10,114,47,47,318977,0,0,0,100,318877,2051.66,320928,358.83,320570,0,0,0,320570,0,,
10,115,47,47,320570,0,0,0,100,320470,2061.91,322531,360.62,322171,0,0,0,322171,0,,
10,116,47,47,322171,0,0,0,100,322071,2072.21,324143,362.42,323781,0,0,0,323781,0,,
10,117,47,47,323781,0,0,0,100,323681,2082.57,325763,364.24,325399,0,0,0,325399,0,,
10,118,47,47,325399,0,0,0,100,325299,2092.98,327392,366.06,327026,0,0,0,327026,0,,
10,119,47,47,327026,0,0,0,100,326926,2103.45,329029,367.89,328661,0,0,0,328661,0,,
10,120,47,47,328661,0,0,0,100,328561,2113.97,330675,369.73,330306,321,9009,12000,351637,0,,
11,121,47,47,351637,0,0,0,0,351637,2262.44,353899,395.69,353503,0,0,0,353503,0,,
11,122,47,47,353503,0,0,0,0,353503,2274.45,355778,397.79,355380,0,0,0,355380,0,,
11,123,47,47,355380,0,0,0,0,355380,2286.53,357667,399.91,357267,0,0,0,357267,0,,
11,124,47,47,357267,0,0,0,0,357267,2298.66,359565,402.03,359163,0,0,0,359163,0,,
11,125,48,48,359163,0,0,0,0,359163,2310.87,361474,404.16,361070,0,0,0,361070,0,,
11,126,48,48,361070,0,0,0,0,361070,2323.14,363393,406.31,362987,0,0,0,362987,0,,
11,127,48,48,362987,0,0,0,0,362987,2335.47,365322,408.47,364914,0,0,0,364914,0,,
11,128,48,48,364914,0,0,0,0,364914,2347.87,367262,410.63,366851,0,0,0,366851,0,,
11,129,48,48,366851,0,0,0,0,366851,2360.33,369211,412.81,368799,0,0,0,368799,0,,
11,130,48,48,368799,0,0,0,0,368799,2372.86,371171,415.01,370756,0,0,0,370756,0,,
11,131,48,48,370756,0,0,0,0,370756,2385.46,373142,417.21,372725,0,0,0,372725,0,,
11,132,48,48,372725,0,0,0,0,372725,2398.12,375123,419.42,374703,0,0,0,374703,0,,
12,133,48,48,374703,0,0,0,0,374703,2410.85,377114,421.65,376693,0,0,0,376693,0,,
12,134,48,48,376693,0,0,0,0,376693,2423.65,379116,423.89,378692,0,0,0,378692,0,,
12,135,48,48,378692,0,0,0,0,378692,2436.52,381129,426.14,380703,0,0,0,380703,0,,
12,136,48,48,380703,0,0,0,0,380703,2449.45,383152,428.40,382724,0,0,0,382724,0,,
12,137,49,49,382724,0,0,0,0,382724,2462.46,385186,430.68,384756,0,0,0,384756,0,,
12,138,49,49,384756,0,0,0,0,384756,2475.53,387231,432.96,386798,0,0,0,386798,0,,
12,139,49,49,386798,0,0,0,0,386798,2488.67,389287,435.26,388852,0,0,0,388852,0,,
12,140,49,49,388852,0,0,0,0,388852,2501.88,391353,437.57,390916,0,0,0,390916,0,,
12,141,49,49,390916,0,0,0,0,390916,2515.16,393431,439.89,392991,0,0,0,392991,0,,
12,142,49,49,392991,0,0,0,0,392991,2528.52,395520,442.23,395077,0,0,0,395077,0,,
12,143,49,49,395077,0,0,0,0,395077,2541.94,397619,444.58,397175,0,0,0,397175,0,,
12,144,49,49,397175,0,0,0,0,397175,2555.43,399730,446.94,399283,0,0,0,399283,0,,
13,145,49,49,399283,0,0,0,0,399283,2569.00,401852,449.31,401403,0,0,0,401403,0,,
13,146,49,49,401403,0,0,0,0,401403,2582.64,403986,451.70,403534,0,0,0,403534,0,,
13,147,49,49,403534,0,0,0,0,403534,2596.35,406130,454.09,405676,0,0,0,405676,0,,
13,148,49,49,405676,0,0,0,0,405676,2610.13,408286,456.50,407830,0,0,0,407830,0,,
13,149,50,50,407830,0,0,0,0,407830,2623.99,410454,458.93,409995,0,0,0,409995,0,,
13,150,50,50,409995,0,0,0,0,409995,2637.92,412633,461.36,412171,0,0,0,412171,0,,
13,151,50,50,412171,0,0,0,0,412171,2651.92,414823,463.81,414359,0,0,0,414359,0,,
13,152,50,50,414359,0,0,0,0,414359,2666.00,417025,466.28,416559,0,0,0,416559,0,,
13,153,50,50,416559,0,0,0,0,416559,2680.15,419239,468.75,418771,0,0,0,418771,0,,
13,154,50,50,418771,0,0,0,0,418771,2694.38,421465,471.24,420994,0,0,0,420994,0,,
13,155,50,50,420994,0,0,0,0,420994,2708.69,423702,473.74,423229,0,0,0,423229,0,,
13,156,50,50,423229,0,0,0,0,423229,2723.07,425952,476.26,425476,0,0,0,425476,0,,
14,157,50,50,425476,0,0,0,0,425476,2737.52,428213,478.78,427734,0,0,0,427734,0,,
14,158,50,50,427734,0,0,0,0,427734,2752.05,430486,481.33,430005,0,0,0,430005,0,,
14,159,50,50,430005,0,0,0,0,430005,2766.66,432772,483.88,432288,0,0,0,432288,0,,
14,160,50,50,432288,0,0,0,0,432288,2781.35,435069,486.45,434583,0,0,0,434583,0,,
14,161,51,51,434583,0,0,0,0,434583,2796.12,437379,489.03,436890,0,0,0,436890,0,,
14,162,51,51,436890,0,0,0,0,436890,2810.96,439701,491.63,439209,0,0,0,439209,0,,
14,163,51,51,439209,0,0,0,0,439209,2825.88,442035,494.24,441541,0,0,0,441541,0,,
14,164,51,51,441541,0,0,0,0,441541,2840.89,444382,496.86,443885,0,0,0,443885,0,,
14,165,51,51,443885,0,0,0,0,443885,2855.97,446741,499.50,446241,0,0,0,446241,0,,
14,166,51,51,446241,0,0,0,0,446241,2871.13,449112,502.15,448610,0,0,0,448610,0,,
14,167,51,51,448610,0,0,0,0,448610,2886.37,451497,504.82,450992,0,0,0,450992,0,,
14,168,51,51,450992,0,0,0,0,450992,2901.69,453893,507.50,453386,0,0,0,453386,0,,
15,169,51,51,453386,0,0,0,0,453386,2917.10,456303,510.19,455793,0,0,0,455793,0,,
15,170,51,51,455793,0,0,0,0,455793,2932.58,458725,512.90,458213,0,0,0,458213,0,,
15,171,51,51,458213,0,0,0,0,458213,2948.15,461161,515.62,460645,0,0,0,460645,0,,
15,172,51,51,460645,0,0,0,0,460645,2963.80,463609,518.36,463091,0,0,0,463091,0,,
15,173,52,52,463091,0,0,0,0,463091,2979.54,466070,521.11,465549,0,0,0,465549,0,,
15,174,52,52,465549,0,0,0,0,465549,2995.36,468544,523.88,468020,0,0,0,468020,0,,
15,175,52,52,468020,0,0,0,0,468020,3011.26,471032,526.66,470505,0,0,0,470505,0,,
15,176,52,52,470505,0,0,0,0,470505,3027.24,473532,529.46,473003,0,0,0,473003,0,,
15,177,52,52,473003,0,0,0,0,473003,3043.31,476046,532.27,475514,0,0,0,475514,0,,
15,178,52,52,475514,0,0,0,0,475514,3059.47,478573,535.09,478038,0,0,0,478038,0,,
15,179,52,52,478038,0,0,0,0,478038,3075.71,481114,537.93,480576,0,0,0,480576,0,,
15,180,52,52,480576,0,0,0,0,480576,3092.04,483668,540.79,483127,0,13647,0,496774,0,,
16,181,52,52,496774,0,0,0,0,496774,3196.26,499970,559.02,499411,0,0,0,499411,0,,
16,182,52,52,499411,0,0,0,0,499411,3213.23,502625,561.98,502063,0,0,0,502063,0,,
16,183,52,52,502063,0,0,0,0,502063,3230.29,505293,564.97,504728,0,0,0,504728,0,,
16,184,52,52,504728,0,0,0,0,504728,3247.43,507975,567.97,507407,0,0,0,507407,0,,
16,185,53,53,507407,0,0,0,0,507407,3264.67,510672,570.98,510101,0,0,0,510101,0,,
16,186,53,53,510101,0,0,0,0,510101,3282.01,513383,574.01,512809,0,0,0,512809,0,,
16,187,53,53,512809,0,0,0,0,512809,3299.43,516108,577.06,515531,0,0,0,515531,0,,
16,188,53,53,515531,0,0,0,0,515531,3316.94,518848,580.12,518268,0,0,0,518268,0,,
16,189,53,53,518268,0,0,0,0,518268,3334.55,521603,583.20,521020,0,0,0,521020,0,,
16,190,53,53,521020,0,0,0,0,521020,3352.26,524372,586.30,523785,0,0,0,523785,0,,
16,191,53,53,523785,0,0,0,0,523785,3370.05,527156,589.41,526566,0,0,0,526566,0,,
